"","enrolled_at","unenrolled_at","fully_participated_at","purchased_statement_at","gender","country","age_range","highest_education_level","employment_status","employment_area","detected_country"
"2",1,1,0,0,1,"PE","46-55","university_degree","working_part_time","teaching_and_education","PE"
"11",1,1,1,0,1,"IT","36-45","secondary","working_full_time","accountancy_banking_and_finance","IT"
"14",1,1,0,0,1,"GB","56-65","university_degree","looking_for_work","transport_and_logistics","GB"
"31",1,1,0,0,1,"GB","46-55","tertiary","self_employed","it_and_information_services","GB"
"59",1,0,0,0,1,"UA","36-45","university_masters","working_full_time","it_and_information_services","UA"
"61",1,0,1,0,0,"GB","46-55","secondary","working_part_time","property_and_construction","GB"
"62",1,1,0,0,0,"GB","36-45","university_masters","working_part_time","retail_and_sales","GB"
"66",1,0,0,0,0,"GB","26-35","university_degree","working_full_time","business_consulting_and_management","GB"
"68",1,0,0,0,1,"PK","26-35","university_degree","self_employed","media_and_publishing","PK"
"73",1,0,1,1,0,"AU",">65","university_masters","working_full_time","teaching_and_education","AU"
"75",1,0,0,0,0,"GB","56-65","secondary","working_part_time","public_sector","ES"
"87",1,0,0,0,0,"GB",">65","university_degree","retired","charities_and_voluntary_work","GB"
"88",1,0,1,0,0,"IE","36-45","university_masters","working_full_time","charities_and_voluntary_work","IE"
"94",1,0,0,0,0,"GB","18-25","secondary","full_time_student","science_and_pharmaceuticals","GB"
"108",1,1,1,0,0,"GB","56-65","university_degree","working_full_time","science_and_pharmaceuticals","GB"
"110",1,1,0,0,0,"IT","26-35","university_degree","looking_for_work","environment_and_agriculture","IT"
"112",1,0,1,0,1,"GB","56-65","secondary","retired","it_and_information_services","GB"
"115",1,1,0,0,1,"GB","46-55","university_degree","working_full_time","transport_and_logistics","GB"
"118",1,0,1,1,0,"ID","26-35","university_degree","working_full_time","accountancy_banking_and_finance","ID"
"124",1,0,1,0,1,"NL","56-65","university_masters","self_employed","media_and_publishing","NL"
"143",1,0,1,1,1,"US","26-35","university_degree","working_full_time","it_and_information_services","US"
"172",1,0,1,0,1,"GB","46-55","university_degree","working_full_time","property_and_construction","GB"
"307",1,0,0,0,1,"VN","26-35","university_degree","working_full_time","it_and_information_services","VN"
"326",1,0,0,0,1,"GB","18-25","secondary","full_time_student","it_and_information_services","GB"
"329",1,0,1,0,1,"GR","36-45","university_doctorate","working_full_time","public_sector","GR"
"345",1,0,1,0,1,"GB","46-55","tertiary","working_full_time","business_consulting_and_management","GB"
"505",1,0,0,0,0,"MM","26-35","university_masters","working_full_time","recruitment_and_pr","MM"
"562",1,0,0,0,1,"CM","26-35","tertiary","looking_for_work","health_and_social_care","--"
"584",1,0,0,0,0,"CN","46-55","university_doctorate","working_full_time","teaching_and_education","CN"
"625",1,0,0,0,1,"LR","36-45","university_degree","working_full_time","armed_forces_and_emergency_services","LR"
"712",1,0,0,0,1,"BY","56-65","university_degree","working_part_time","engineering_and_manufacturing","BY"
"757",1,1,0,0,0,"GB","56-65","less_than_secondary","retired","charities_and_voluntary_work","GB"
"763",1,0,0,0,0,"SA","18-25","university_degree","working_part_time","it_and_information_services","SA"
"811",1,0,0,0,0,"US","46-55","university_degree","working_full_time","hospitality_tourism_and_sport","US"
"971",1,0,0,0,0,"LK","26-35","university_masters","looking_for_work","accountancy_banking_and_finance","LK"
"977",1,0,0,0,0,"IN","18-25","secondary","full_time_student","engineering_and_manufacturing","IN"
"1010",1,0,0,0,0,"GB","36-45","university_masters","working_part_time","teaching_and_education","GB"
"1012",1,0,0,0,0,"DZ","18-25","university_masters","full_time_student","it_and_information_services","DZ"
"1037",1,0,0,0,1,"IE","36-45","tertiary","working_full_time","it_and_information_services","IE"
"1057",1,0,1,0,1,"IN","18-25","university_degree","not_working","accountancy_banking_and_finance","IN"
"1084",1,0,0,0,0,"VN","36-45","university_masters","working_full_time","teaching_and_education","VN"
"1123",1,0,1,0,1,"AE","46-55","university_degree","self_employed","transport_and_logistics","AE"
"1145",1,0,0,0,1,"IN","18-25","professional","full_time_student","it_and_information_services","--"
"1207",1,0,0,0,0,"MM","18-25","university_degree","working_full_time","it_and_information_services","MM"
"1246",1,0,0,0,1,"NG","26-35","secondary","looking_for_work","armed_forces_and_emergency_services","--"
"1253",1,1,0,0,1,"US","18-25","secondary","looking_for_work","retail_and_sales","US"
"1296",1,0,0,0,0,"IN","18-25","university_degree","full_time_student","it_and_information_services","US"
"1321",1,0,0,0,0,"GB","26-35","university_doctorate","working_part_time","science_and_pharmaceuticals","GB"
"1330",1,0,0,0,0,"GB","36-45","tertiary","looking_for_work","health_and_social_care","GB"
"1331",1,0,0,0,0,"UG","26-35","university_degree","self_employed","it_and_information_services","UG"
"1470",1,0,1,1,1,"DE","46-55","university_masters","working_full_time","it_and_information_services","DE"
"1506",1,1,0,0,1,"PK","26-35","university_masters","working_full_time","it_and_information_services","PK"
"1513",1,0,0,0,1,"PK","18-25","secondary","full_time_student","engineering_and_manufacturing","US"
"1531",1,1,0,0,1,"GB","46-55","secondary","working_full_time","health_and_social_care","GB"
"1542",1,0,1,0,1,"TZ","26-35","university_degree","looking_for_work","it_and_information_services","TZ"
"1560",1,0,0,0,0,"MX","46-55","professional","working_full_time","accountancy_banking_and_finance","MX"
"1626",1,0,1,1,1,"ZM","26-35","professional","working_full_time","accountancy_banking_and_finance","ZM"
"1657",1,0,1,0,1,"MX","26-35","university_degree","working_full_time","public_sector","MX"
"1666",1,0,0,0,0,"AU","26-35","university_degree","working_part_time","hospitality_tourism_and_sport","AU"
"1667",1,0,0,0,1,"QA","26-35","university_degree","working_full_time","law","QA"
"1677",1,0,1,1,1,"AT","46-55","university_degree","working_part_time","it_and_information_services","AT"
"1682",1,0,0,0,1,"GB",">65","university_doctorate","retired","it_and_information_services","GB"
"1689",1,0,1,0,1,"GB","56-65","university_degree","working_full_time","it_and_information_services","GB"
"1732",1,0,1,0,0,"KE","26-35","university_degree","looking_for_work","it_and_information_services","KE"
"1734",1,0,1,0,0,"KE","26-35","university_degree","looking_for_work","it_and_information_services","KE"
"1751",1,0,0,0,1,"PK","18-25","university_masters","working_full_time","it_and_information_services","PK"
"1763",1,1,0,0,1,"PL","26-35","university_degree","working_full_time","it_and_information_services","PL"
"1863",1,1,0,0,1,"GB","46-55","university_degree","working_full_time","public_sector","GB"
"1876",1,0,0,0,1,"GB","56-65","secondary","retired","public_sector","GB"
"1897",1,0,0,0,1,"IT","46-55","secondary","self_employed","business_consulting_and_management","IT"
"1916",1,0,1,0,1,"GH","26-35","university_degree","self_employed","it_and_information_services","GH"
"1961",1,0,1,1,1,"SA","46-55","university_masters","working_part_time","it_and_information_services","SA"
"1997",1,0,1,0,1,"GB","46-55","university_degree","unemployed","retail_and_sales","GB"
"2010",1,0,0,0,1,"TZ","26-35","university_degree","working_part_time","charities_and_voluntary_work","TZ"
"2015",1,0,0,0,1,"QA","46-55","university_degree","working_full_time","health_and_social_care","QA"
"2016",1,0,0,0,0,"PH","26-35","university_degree","working_full_time","transport_and_logistics","AE"
"2029",1,0,1,0,0,"GB","56-65","university_masters","retired","media_and_publishing","GB"
"2067",1,0,0,0,0,"AU","46-55","university_masters","working_full_time","teaching_and_education","AU"
"2146",1,0,1,0,1,"GB","26-35","secondary","not_working","charities_and_voluntary_work","GB"
"2154",1,1,0,0,0,"SA","26-35","university_degree","working_full_time","it_and_information_services","SA"
"2170",1,0,1,0,0,"GB","56-65","university_degree","looking_for_work","it_and_information_services","GB"
"2180",1,0,0,0,0,"AE","26-35","secondary","working_full_time","hospitality_tourism_and_sport","AE"
"2209",1,0,0,0,1,"GB","26-35","university_masters","working_full_time","health_and_social_care","GB"
"2222",1,0,0,0,1,"GB","56-65","tertiary","working_full_time","health_and_social_care","GB"
"2243",1,0,0,0,0,"SA","18-25","university_degree","looking_for_work","it_and_information_services","SA"
"2253",1,0,1,0,0,"SA",">65","university_degree","self_employed","it_and_information_services","SA"
"2325",1,0,0,0,1,"GB","36-45","university_masters","looking_for_work","law","GB"
"2395",1,0,1,0,1,"PT","26-35","secondary","full_time_student","it_and_information_services","PT"
"2418",1,0,1,1,1,"SA","26-35","university_degree","working_full_time","it_and_information_services","SA"
"2425",1,0,1,0,1,"GB","46-55","professional","unemployed","retail_and_sales","GB"
"2471",1,0,0,0,0,"IN","18-25","university_degree","full_time_student","engineering_and_manufacturing","IN"
"2479",1,0,0,0,1,"UG","36-45","university_degree","working_full_time","armed_forces_and_emergency_services","UG"
"2483",1,1,0,0,1,"IN","18-25","secondary","full_time_student","it_and_information_services","--"
"2484",1,0,0,0,0,"GB","46-55","secondary","unemployed","it_and_information_services","GB"
"2491",1,1,0,0,1,"MU","46-55","university_doctorate","working_full_time","teaching_and_education","MU"
"2530",1,1,1,0,1,"NL","46-55","university_degree","working_full_time","it_and_information_services","NL"
"2533",1,0,0,0,1,"GB","26-35","university_degree","working_full_time","transport_and_logistics","GB"
"2556",1,0,0,0,1,"SA","36-45","secondary","working_part_time","marketing_advertising_and_pr","GB"
"2587",1,0,0,0,1,"GB","56-65","tertiary","working_full_time","business_consulting_and_management","GB"
"2687",1,0,0,0,0,"IN","18-25","university_degree","full_time_student","it_and_information_services","DE"
"2719",1,0,0,0,1,"IN","18-25","secondary","full_time_student","engineering_and_manufacturing","IN"
"2736",1,0,0,0,1,"IN","18-25","secondary","full_time_student","it_and_information_services","IN"
"2760",1,0,0,0,1,"NG","36-45","university_masters","working_full_time","public_sector","NG"
"2767",1,0,0,0,0,"IN","18-25","university_degree","full_time_student","teaching_and_education","IN"
"2781",1,0,0,0,0,"IN","18-25","university_degree","looking_for_work","it_and_information_services","IN"
"2809",1,0,0,0,0,"GB","46-55","university_degree","working_full_time","it_and_information_services","GB"
"2819",1,0,0,0,0,"KE","46-55","secondary","self_employed","business_consulting_and_management","ZA"
"2860",1,0,0,0,1,"SA","26-35","tertiary","working_full_time","it_and_information_services","SA"
"2879",1,0,1,0,0,"US","18-25","secondary","working_full_time","business_consulting_and_management","US"
"2916",1,0,0,0,1,"IN","18-25","university_degree","full_time_student","teaching_and_education","IN"
"2979",1,0,1,0,0,"NG","46-55","university_doctorate","working_full_time","it_and_information_services","NG"
"2987",1,0,0,0,1,"VN","26-35","university_degree","full_time_student","accountancy_banking_and_finance","VN"
"2997",1,0,0,0,0,"CN","26-35","university_degree","looking_for_work","teaching_and_education","CN"
"3020",1,0,0,0,1,"BS","46-55","university_degree","self_employed","property_and_construction","BS"
"3026",1,0,0,0,1,"PK","26-35","secondary","looking_for_work","accountancy_banking_and_finance","PK"
"3032",1,0,0,0,1,"KE","26-35","university_degree","self_employed","it_and_information_services","KE"
"3050",1,0,1,0,1,"GB","36-45","university_degree","working_full_time","hospitality_tourism_and_sport","GB"
"3051",1,0,1,0,1,"NG","26-35","university_masters","working_full_time","it_and_information_services","NG"
"3060",1,0,1,0,1,"IN","26-35","university_masters","self_employed","charities_and_voluntary_work","IN"
"3070",1,0,1,0,1,"GB","46-55","secondary","working_full_time","public_sector","GB"
"3078",1,0,1,0,1,"NG","26-35","university_degree","full_time_student","it_and_information_services","NO"
"3124",1,0,1,0,0,"ZA","36-45","university_masters","looking_for_work","law","ZA"
"3160",1,0,1,0,1,"US","26-35","university_degree","unemployed","it_and_information_services","US"
"3178",1,0,0,0,0,"GB","36-45","university_degree","looking_for_work","media_and_publishing","ES"
"3180",1,0,1,0,0,"GB","56-65","secondary","working_full_time","public_sector","GB"
"3218",1,0,0,0,0,"IN","18-25","university_degree","working_full_time","charities_and_voluntary_work","IN"
"3225",1,0,0,0,1,"PL","46-55","university_masters","self_employed","business_consulting_and_management","PL"
"3226",1,1,0,0,1,"GR","26-35","university_masters","working_part_time","teaching_and_education","GR"
"3228",1,0,0,0,1,"MY","36-45","university_masters","working_full_time","teaching_and_education","MY"
"3238",1,0,0,0,1,"GB","26-35","university_degree","working_full_time","public_sector","GB"
"3256",1,1,0,0,0,"IT","46-55","university_degree","working_full_time","teaching_and_education","IT"
"3268",1,0,1,0,1,"GB","46-55","secondary","working_full_time","it_and_information_services","GB"
"3296",1,0,1,0,1,"GB","46-55","secondary","working_full_time","public_sector","GB"
"3312",1,0,0,0,1,"TZ","26-35","university_degree","self_employed","it_and_information_services","TZ"
"3314",1,0,1,0,0,"GB","36-45","secondary","working_full_time","public_sector","GB"
"3332",1,0,1,0,1,"CL","36-45","university_degree","working_full_time","it_and_information_services","CL"
"3341",1,0,0,0,1,"NL","46-55","university_degree","working_full_time","it_and_information_services","NL"
"3350",1,1,0,0,0,"PE","46-55","professional","self_employed","creative_arts_and_culture","PE"
"3387",1,0,1,0,1,"GB","46-55","university_degree","working_full_time","public_sector","GB"
"3404",1,1,0,0,1,"NZ","46-55","university_degree","working_full_time","it_and_information_services","NZ"
"3415",1,0,0,0,1,"HU","26-35","university_degree","working_full_time","it_and_information_services","HU"
"3421",1,0,0,0,1,"VE","36-45","secondary","self_employed","it_and_information_services","VE"
"3448",1,0,0,0,1,"CA",">65","tertiary","retired","teaching_and_education","CA"
"3460",1,0,0,0,1,"US","46-55","university_degree","working_full_time","it_and_information_services","US"
"3475",1,0,0,0,1,"TZ","26-35","university_degree","working_full_time","teaching_and_education","TZ"
"3554",1,1,0,0,1,"IN","18-25","secondary","self_employed","it_and_information_services","IN"
"3555",1,1,0,0,1,"IN","26-35","university_degree","self_employed","engineering_and_manufacturing","IN"
"3617",1,0,0,0,1,"IN","18-25","secondary","not_working","energy_and_utilities","IN"
"3630",1,0,1,0,1,"MX","26-35","university_degree","working_full_time","it_and_information_services","MX"
"3637",1,0,0,0,1,"IN","18-25","professional","working_full_time","engineering_and_manufacturing","IN"
"3646",1,0,1,0,1,"MY","26-35","secondary","full_time_student","engineering_and_manufacturing","MY"
"3707",1,0,1,0,1,"BR","46-55","university_masters","working_full_time","it_and_information_services","BR"
"3734",1,0,0,0,1,"GH","26-35","university_masters","working_full_time","recruitment_and_pr","GH"
"3736",1,0,0,0,1,"CI","36-45","university_doctorate","looking_for_work","environment_and_agriculture","CI"
"3743",1,0,1,1,0,"AL","26-35","university_degree","full_time_student","law","AL"
"3744",1,0,0,0,1,"AE","36-45","university_masters","working_full_time","it_and_information_services","AE"
"3767",1,0,0,0,1,"IN","46-55","university_masters","working_full_time","armed_forces_and_emergency_services","IN"
"3768",1,0,1,0,1,"CI","26-35","university_degree","full_time_student","teaching_and_education","CI"
"3778",1,1,0,0,1,"NZ","56-65","university_degree","working_full_time","energy_and_utilities","NZ"
"3786",1,0,1,0,1,"JP","46-55","university_masters","self_employed","engineering_and_manufacturing","JP"
"3814",1,0,0,0,1,"NG","26-35","university_degree","self_employed","energy_and_utilities","NG"
"3849",1,0,0,0,0,"GH","26-35","university_degree","self_employed","marketing_advertising_and_pr","GH"
"3887",1,0,0,0,1,"IN","18-25","university_degree","working_full_time","it_and_information_services","IN"
"3889",1,0,0,0,1,"PK","36-45","university_masters","working_full_time","marketing_advertising_and_pr","PK"
"3921",1,1,0,0,1,"US","26-35","university_degree","working_part_time","health_and_social_care","US"
"3928",1,0,0,0,0,"MX","56-65","tertiary","working_full_time","science_and_pharmaceuticals","MX"
"3988",1,0,0,0,1,"GB","46-55","university_degree","working_full_time","engineering_and_manufacturing","MX"
"3992",1,0,0,0,1,"DE","18-25","university_degree","working_full_time","business_consulting_and_management","DE"
"4007",1,0,0,0,0,"GR","26-35","university_degree","working_part_time","business_consulting_and_management","GR"
"4010",1,0,1,0,1,"NG","26-35","university_degree","working_part_time","teaching_and_education","NO"
"4015",1,0,0,0,1,"GH","26-35","professional","working_full_time","it_and_information_services","GH"
"4038",1,0,0,0,0,"CA","26-35","secondary","self_employed","creative_arts_and_culture","CA"
"4054",1,0,0,0,0,"GB","18-25","tertiary","full_time_student","retail_and_sales","GB"
"4079",1,0,1,0,1,"GB","36-45","tertiary","working_full_time","public_sector","GB"
"4106",1,0,0,0,0,"CO","18-25","less_than_secondary","full_time_student","armed_forces_and_emergency_services","CO"
"4159",1,1,0,0,0,"PG","18-25","secondary","not_working","business_consulting_and_management","PG"
"4169",1,0,1,1,1,"GB",">65","university_masters","retired","media_and_publishing","GB"
"4173",1,0,0,0,0,"GE","46-55","university_masters","working_full_time","accountancy_banking_and_finance","GE"
"4175",1,0,0,0,0,"MY","18-25","secondary","full_time_student","business_consulting_and_management","MY"
"4182",1,0,0,0,1,"NG","36-45","university_degree","self_employed","it_and_information_services","NG"
"4183",1,0,1,0,0,"GB","56-65","university_degree","retired","health_and_social_care","GB"
"4240",1,1,0,0,1,"TT","18-25","tertiary","working_full_time","accountancy_banking_and_finance","TT"
"4262",1,0,0,0,1,"IN","36-45","university_masters","self_employed","marketing_advertising_and_pr","IN"
"4265",1,0,0,0,1,"GB","56-65","professional","working_full_time","energy_and_utilities","GB"
"4266",1,1,0,0,0,"HU","26-35","university_masters","unemployed","teaching_and_education","HU"
"4269",1,0,0,0,0,"PK","26-35","university_degree","working_full_time","health_and_social_care","PK"
"4294",1,0,0,0,1,"GB","18-25","secondary","working_full_time","engineering_and_manufacturing","GB"
"4316",1,0,0,0,0,"KR","26-35","university_degree","full_time_student","creative_arts_and_culture","KR"
"4346",1,0,1,0,1,"GH","26-35","university_degree","full_time_student","energy_and_utilities","GH"
"4356",1,0,1,0,0,"ME","56-65","university_masters","looking_for_work","teaching_and_education","ME"
"4363",1,0,0,0,1,"IT","36-45","university_masters","working_full_time","it_and_information_services","IT"
"4377",1,0,0,0,1,"GR","46-55","university_masters","working_full_time","it_and_information_services","GR"
"4378",1,0,0,0,1,"GB","36-45","professional","working_full_time","engineering_and_manufacturing","GB"
"4383",1,0,1,0,1,"GB","56-65","tertiary","self_employed","retail_and_sales","GB"
"4389",1,0,0,0,1,"GB","56-65","tertiary","working_full_time","energy_and_utilities","GB"
"4401",1,0,0,0,1,"ZW","26-35","university_degree","full_time_student","property_and_construction","TR"
"4407",1,1,0,0,1,"UA","26-35","university_masters","working_full_time","law","UA"
"4454",1,1,0,0,0,"CH","36-45","university_degree","working_part_time","science_and_pharmaceuticals","CH"
"4461",1,0,0,0,1,"GB","56-65","university_degree","working_full_time","environment_and_agriculture","GB"
"4464",1,0,0,0,0,"TZ","26-35","university_degree","working_full_time","engineering_and_manufacturing","TZ"
"4501",1,0,1,0,1,"IN","18-25","secondary","not_working","it_and_information_services","IN"
"4527",1,0,0,0,1,"GH","26-35","tertiary","looking_for_work","engineering_and_manufacturing","GH"
"4567",1,0,0,0,1,"DZ","26-35","university_degree","working_full_time","energy_and_utilities","DZ"
"4572",1,0,0,0,0,"GB","56-65","university_degree","working_full_time","health_and_social_care","GB"
"4578",1,0,1,0,1,"TH","26-35","university_masters","working_full_time","law","TH"
"4581",1,0,0,0,0,"BD","26-35","university_masters","self_employed","law","BD"
"4591",1,0,0,0,1,"GB","46-55","university_degree","working_full_time","energy_and_utilities","GB"
"4622",1,0,0,0,0,"US","26-35","university_degree","working_full_time","accountancy_banking_and_finance","US"
"4676",1,0,0,0,1,"GB","26-35","tertiary","working_full_time","it_and_information_services","GB"
"4688",1,0,1,0,0,"NG","36-45","university_masters","working_full_time","it_and_information_services","NG"
"4694",1,0,0,0,1,"GB",">65","university_degree","retired","charities_and_voluntary_work","GB"
"4709",1,0,0,0,1,"NG","26-35","tertiary","working_full_time","armed_forces_and_emergency_services","NG"
"4734",1,0,0,0,1,"LV","46-55","university_doctorate","looking_for_work","it_and_information_services","LV"
"4775",1,0,1,0,1,"CA",">65","professional","retired","law","CA"
"4781",1,0,1,0,0,"GB","26-35","university_degree","unemployed","business_consulting_and_management","GB"
"4793",1,0,0,0,1,"BG","26-35","university_masters","working_full_time","it_and_information_services","BG"
"4801",1,1,0,0,1,"IT","26-35","university_degree","working_full_time","business_consulting_and_management","IT"
"4810",1,0,0,0,1,"UA","46-55","university_doctorate","working_full_time","it_and_information_services","UA"
"4813",1,0,0,0,1,"TR","26-35","university_degree","working_full_time","engineering_and_manufacturing","TR"
"4829",1,0,0,0,0,"EG","18-25","university_degree","looking_for_work","teaching_and_education","EG"
"4862",1,0,0,0,0,"GB","18-25","university_degree","looking_for_work","public_sector","GB"
"4885",1,0,1,1,1,"NG","26-35","university_masters","self_employed","marketing_advertising_and_pr","GB"
"4938",1,0,0,0,1,"SO","26-35","university_degree","looking_for_work","engineering_and_manufacturing","SO"
"4939",1,0,1,0,1,"GB","46-55","professional","working_full_time","public_sector","GB"
"4955",1,1,0,0,0,"GB","26-35","secondary","working_full_time","engineering_and_manufacturing","GB"
"4963",1,0,0,0,1,"IN","26-35","university_degree","working_full_time","it_and_information_services","IN"
"4978",1,0,0,0,0,"BR","26-35","university_degree","working_full_time","teaching_and_education","BR"
"4987",1,1,0,0,0,"VN","18-25","university_degree","full_time_student","engineering_and_manufacturing","VN"
"4991",1,0,0,0,1,"GH","18-25","secondary","working_full_time","teaching_and_education","NO"
"5002",1,0,0,0,0,"US","26-35","university_degree","looking_for_work","health_and_social_care","--"
"5011",1,0,0,0,0,"US","56-65","university_degree","working_full_time","teaching_and_education","US"
"5032",1,0,1,1,1,"GB","46-55","university_degree","working_full_time","public_sector","GB"
"5053",1,0,0,0,1,"PH","36-45","university_degree","working_part_time","retail_and_sales","PH"
"5066",1,0,0,0,1,"BR","46-55","university_degree","working_full_time","it_and_information_services","--"
"5081",1,0,0,0,1,"IN","18-25","university_degree","full_time_student","it_and_information_services","IN"
"5087",1,0,1,0,1,"TH","26-35","less_than_secondary","working_part_time","it_and_information_services","TH"
"5097",1,0,1,0,1,"CL","26-35","professional","looking_for_work","it_and_information_services","CL"
"5101",1,0,0,0,1,"UG","18-25","tertiary","self_employed","it_and_information_services","UG"
"5109",1,0,0,0,0,"GB","46-55","tertiary","working_part_time","law","GB"
"5110",1,1,0,0,0,"GB","18-25","secondary","working_part_time","environment_and_agriculture","GB"
"5181",1,0,0,0,1,"UA","26-35","university_masters","working_full_time","it_and_information_services","PL"
"5217",1,1,0,0,1,"GH","18-25","secondary","working_part_time","business_consulting_and_management","GH"
"5218",1,0,0,0,1,"NG","26-35","university_degree","working_full_time","it_and_information_services","NO"
"5220",1,0,0,0,1,"KH","26-35","university_degree","working_full_time","it_and_information_services","KH"
"5262",1,0,0,0,0,"IE","26-35","university_masters","working_full_time","law","IE"
"5269",1,0,0,0,0,"GB","56-65","university_degree","working_full_time","creative_arts_and_culture","GB"
"5273",1,0,0,0,1,"UG","26-35","university_degree","working_part_time","it_and_information_services","UG"
"5346",1,0,0,0,0,"MA","18-25","university_masters","looking_for_work","it_and_information_services","NL"
"5349",1,0,1,0,1,"MU","26-35","professional","working_full_time","it_and_information_services","MU"
"5364",1,0,0,0,0,"IT","56-65","university_masters","working_full_time","teaching_and_education","IT"
"5374",1,0,1,0,1,"GB",">65","tertiary","retired","business_consulting_and_management","GB"
"5410",1,0,0,0,0,"GB",">65","university_degree","working_part_time","health_and_social_care","GB"
"5419",1,0,0,0,1,"ZM","36-45","tertiary","looking_for_work","teaching_and_education","ZM"
"5486",1,0,0,0,1,"GB","46-55","tertiary","working_full_time","public_sector","GB"
"5501",1,0,0,0,1,"CM","26-35","professional","looking_for_work","environment_and_agriculture","CM"
"5502",1,1,1,0,0,"VE","26-35","university_degree","working_part_time","teaching_and_education","VE"
"5531",1,0,0,0,0,"GR","26-35","university_degree","full_time_student","science_and_pharmaceuticals","GR"
"5532",1,1,0,0,0,"GB","56-65","university_degree","retired","health_and_social_care","--"
"5588",1,0,0,0,0,"IQ","26-35","university_masters","looking_for_work","teaching_and_education","IQ"
"5590",1,0,0,0,0,"CA",">65","university_degree","retired","public_sector","CA"
"5596",1,1,0,0,1,"AU","26-35","university_masters","working_full_time","health_and_social_care","AU"
"5612",1,0,1,0,0,"US","26-35","secondary","self_employed","creative_arts_and_culture","US"
"5616",1,0,0,0,1,"GB","26-35","university_degree","working_full_time","it_and_information_services","GB"
"5636",1,0,1,0,1,"GB","56-65","professional","working_full_time","it_and_information_services","GB"
"5645",1,0,0,0,0,"TZ","36-45","university_degree","working_full_time","health_and_social_care","TZ"
"5673",1,0,0,0,1,"GH","26-35","university_degree","working_full_time","teaching_and_education","GH"
"5683",1,0,0,0,0,"NG","36-45","university_masters","working_part_time","health_and_social_care","NG"
"5684",1,0,0,0,0,"GB","26-35","professional","working_full_time","accountancy_banking_and_finance","GB"
"5688",1,0,0,0,0,"PK","18-25","university_masters","looking_for_work","science_and_pharmaceuticals","PK"
"5723",1,0,0,0,0,"FR","46-55","university_degree","working_full_time","public_sector","FR"
"5770",1,1,0,0,1,"GB","46-55","university_degree","working_full_time","it_and_information_services","GB"
"5787",1,0,0,0,0,"GB","18-25","tertiary","working_full_time","it_and_information_services","GB"
"5795",1,0,0,0,0,"GB","46-55","professional","working_full_time","teaching_and_education","GB"
"5818",1,0,0,0,0,"US","46-55","university_degree","working_full_time","engineering_and_manufacturing","US"
"5824",1,0,0,0,1,"GB","36-45","professional","unemployed","transport_and_logistics","GB"
"5827",1,0,0,0,1,"GB","26-35","tertiary","working_full_time","charities_and_voluntary_work","GB"
"5830",1,0,0,0,0,"RO","18-25","university_degree","not_working","science_and_pharmaceuticals","RO"
"5851",1,0,0,0,1,"NG","26-35","university_degree","working_full_time","environment_and_agriculture","NO"
"5860",1,0,0,0,0,"GB","36-45","university_degree","looking_for_work","law","GB"
"5864",1,0,1,1,0,"FR","46-55","professional","self_employed","hospitality_tourism_and_sport","FR"
